,LicenseNo,Inspection_Results
37891,2588,1
37892,23482,1
37893,35099,4
37894,10293,3
37895,6808,2
37896,7514,1
37897,25554,1
37898,21876,1
37899,8824,3
37900,10534,3
37901,7332,1
37902,11855,1
37903,5967,1
37904,282,1
37905,36078,1
37906,34887,2
37907,10323,2
37908,27703,1
37909,36169,1
37910,6083,1
37911,9617,4
37912,18569,1
37913,15221,1
37914,19068,1
37915,26594,1
37916,28413,3
37917,18976,1
37918,23857,3
37919,239,1
37920,27955,2
37921,36063,1
37922,11816,1
37923,14595,1
37924,27522,1
37925,18526,2
37926,3347,1
37927,19193,3
37928,22649,1
37929,20280,3
37930,20147,2
37931,9420,1
37932,10316,3
37933,24253,3
37934,22958,3
37935,33517,3
37936,34953,1
37937,28013,2
37938,14697,4
37939,18164,4
37940,35849,1
37941,20197,4
37942,16828,1
37943,28034,1
37944,2783,1
37945,25610,3
37946,17809,1
37947,21211,1
37948,12626,1
37949,20133,1
37950,29930,1
37951,26503,5
37952,6307,1
37953,5159,3
37954,23141,1
37955,34008,1
37956,22839,2
37957,23763,2
37958,33742,1
37959,14886,2
37960,3231,1
37961,10550,3
37962,26247,2
37963,18453,1
37964,5745,1
37965,35036,4
37966,21299,1
37967,26832,1
37968,35792,1
37969,35246,1
37970,19738,3
37971,14573,2
37972,8509,3
37973,15592,4
37974,26679,3
37975,22600,1
37976,31170,1
37977,11238,1
37978,2008,4
37979,7707,2
37980,1690,3
37981,949,3
37982,14015,1
37983,32505,3
37984,21522,1
37985,7900,1
37986,8031,1
37987,36338,1
37988,5162,1
37989,14078,2
37990,2114,3
37991,24995,4
37992,7227,1
37993,226,1
37994,17812,4
37995,20502,1
37996,20621,3
37997,16112,1
37998,36913,1
37999,10041,3
38000,4039,1
38001,21769,1
38002,21005,1
38003,24384,1
38004,20330,1
38005,28599,1
38006,6051,3
38007,17622,2
38008,12642,2
38009,33934,1
38010,20213,1
38011,12645,3
38012,34351,1
38013,4322,1
38014,4263,1
38015,27324,2
38016,4844,1
38017,15891,2
38018,555,1
38019,10754,5
38020,5915,2
38021,5748,1
38022,36799,1
38023,26786,1
38024,20170,1
38025,36028,1
38026,800,2
38027,11445,2
38028,974,1
38029,13941,1
38030,19966,1
38031,24867,2
38032,34241,1
38033,29228,2
38034,12193,1
38035,22346,1
38036,13364,1
38037,33501,1
38038,380,1
38039,18166,2
38040,29984,1
38041,24706,1
38042,2331,1
38043,12218,1
38044,3147,2
38045,5330,1
38046,987,1
38047,35771,2
38048,30938,1
38049,34091,2
38050,5214,2
38051,5674,3
38052,11963,1
38053,5094,3
38054,7674,1
38055,37346,1
38056,16777,1
38057,8416,1
38058,16442,1
38059,4090,1
38060,15279,2
38061,34367,1
38062,15390,2
38063,33926,3
38064,7521,1
38065,18747,2
38066,21286,1
38067,13814,3
38068,34743,1
38069,27397,1
38070,34157,2
38071,5910,2
38072,30166,1
38073,16016,1
38074,9614,1
38075,21873,1
38076,37249,1
38077,37350,1
38078,0,3
38079,22422,1
38080,20742,1
38081,33479,2
38082,16735,1
38083,12909,2
38084,35717,2
38085,7033,1
38086,6920,1
38087,27344,1
38088,36886,1
38089,3292,4
38090,20657,4
38091,20208,3
38092,34702,2
38093,8851,1
38094,3293,1
38095,1340,1
38096,13665,1
38097,21219,2
38098,12576,2
38099,17696,4
38100,29968,2
38101,4966,1
38102,12492,3
38103,16719,1
38104,23915,1
38105,11774,2
38106,20388,3
38107,5774,1
38108,33859,1
38109,9331,1
38110,13807,1
38111,16927,2
38112,8094,1
38113,1081,1
38114,8596,2
38115,23981,1
38116,34,1
38117,8125,1
38118,22317,1
38119,22430,1
38120,2598,1
38121,22731,3
38122,27063,1
38123,24556,2
38124,33896,3
38125,27487,1
38126,16939,2
38127,27035,2
38128,391,1
38129,508,2
38130,23659,1
38131,15878,1
38132,35355,4
38133,34470,2
38134,32314,3
38135,35521,2
38136,18869,3
38137,905,1
38138,11086,4
38139,10798,2
38140,9568,1
38141,8319,1
38142,20234,3
38143,20364,3
38144,14839,3
38145,29815,1
38146,13176,1
38147,13740,1
38148,3522,1
38149,4653,2
38150,13668,2
38151,9496,4
38152,37268,1
38153,35441,2
38154,1750,1
38155,34945,1
38156,32619,1
38157,25854,1
38158,1888,1
38159,21995,1
38160,0,1
38161,5990,2
38162,10151,1
38163,10820,3
38164,27703,3
38165,26827,1
38166,23233,1
38167,29881,1
38168,34796,3
38169,14956,1
38170,16964,1
38171,940,2
38172,28892,2
38173,24150,1
38174,21222,1
38175,25965,3
38176,17067,2
38177,8578,1
38178,9522,3
38179,103,1
38180,23763,2
38181,1513,1
38182,34512,1
38183,15290,2
38184,5495,3
38185,5082,2
38186,33684,1
38187,735,2
38188,12927,3
38189,10257,4
38190,29337,1
38191,14173,1
38192,18214,1
38193,16974,1
38194,19438,3
38195,25341,2
38196,19690,1
38197,2417,1
38198,34483,3
38199,28294,1
38200,18779,2
38201,22902,1
38202,15784,3
38203,32581,2
38204,5918,2
38205,32511,1
38206,7694,3
38207,33662,1
38208,37379,1
38209,35341,3
38210,6778,1
38211,9752,3
38212,8943,1
38213,32517,1
38214,4748,1
38215,29817,1
38216,9253,1
38217,15990,3
38218,9680,1
38219,18161,1
38220,33953,1
38221,29965,1
38222,25502,1
38223,7655,1
38224,35918,1
38225,31385,3
38226,12818,1
38227,19987,4
38228,27492,2
38229,10923,1
38230,16900,3
38231,18761,1
38232,14242,3
38233,12888,1
38234,1316,1
38235,6537,2
38236,25910,1
38237,18509,3
38238,6635,1
38239,3743,1
38240,20616,1
38241,2556,1
38242,24684,5
38243,19636,2
38244,27099,1
38245,9545,1
38246,30602,2
38247,8579,1
38248,20815,2
38249,31069,3
38250,33955,1
38251,13865,1
38252,10718,1
38253,6731,2
38254,26998,1
38255,14103,1
38256,26735,1
38257,24769,1
38258,14334,3
38259,30407,3
38260,5022,1
38261,10083,1
38262,7058,2
38263,1978,1
38264,27552,3
38265,18139,1
38266,3163,1
38267,18997,1
38268,25172,1
38269,28776,2
38270,13278,2
38271,11431,1
38272,28081,2
38273,22765,2
38274,2747,1
38275,10393,1
38276,8997,1
38277,1238,1
38278,31098,3
38279,2767,1
38280,20717,1
38281,34014,1
38282,7752,1
38283,20236,1
38284,11898,1
38285,9539,1
38286,11943,2
38287,16692,3
38288,20700,1
38289,15959,1
38290,8151,1
38291,9672,1
38292,28427,1
38293,1461,3
38294,10258,4
38295,4395,3
38296,9294,1
38297,16898,3
38298,32956,3
38299,5828,3
38300,5743,2
38301,36729,2
38302,3287,1
38303,30923,1
38304,13827,1
38305,4957,4
38306,20472,1
38307,16800,2
38308,22474,1
38309,6358,3
38310,12414,3
38311,192,1
38312,12847,3
38313,4429,1
38314,25185,1
38315,33936,3
38316,33909,1
38317,31108,3
38318,17016,1
38319,18743,1
38320,32978,3
38321,33120,3
38322,15974,1
38323,19285,2
38324,17092,1
38325,9415,1
38326,15145,1
38327,3953,1
38328,11740,1
38329,7106,1
38330,31915,3
38331,3624,1
38332,34722,2
38333,885,2
38334,1318,2
38335,8863,3
38336,34560,1
38337,36924,1
38338,27464,1
38339,20265,1
38340,21941,1
38341,4428,2
38342,26859,1
38343,2317,1
38344,22401,1
38345,14656,1
38346,15022,1
38347,36267,3
38348,6417,2
38349,2036,1
38350,35484,2
38351,20581,2
38352,23760,2
38353,22362,1
38354,2800,1
38355,36292,1
38356,16111,1
38357,37234,3
38358,35286,1
38359,4395,1
38360,20994,3
38361,19805,1
38362,18351,2
38363,1311,1
38364,18196,1
38365,29699,4
38366,10272,1
38367,9571,1
38368,18981,2
38369,6893,1
38370,888,1
38371,9908,1
38372,5570,3
38373,5379,1
38374,34170,1
38375,13513,2
38376,24081,2
38377,2357,4
38378,9792,1
38379,27362,4
38380,4148,2
38381,26867,1
38382,5149,3
38383,22430,1
38384,5714,3
38385,11285,1
38386,16453,1
38387,37391,1
38388,20809,1
38389,33128,1
38390,3207,3
38391,6436,1
38392,35947,3
38393,27138,1
38394,11016,1
38395,7328,1
38396,25920,1
38397,29897,4
38398,5726,2
38399,19960,1
38400,8494,3
38401,17302,1
38402,30542,1
38403,798,3
38404,10245,1
38405,9692,1
38406,15961,3
38407,29677,3
38408,14722,1
38409,15880,1
38410,15221,1
38411,13899,2
38412,8519,1
38413,780,3
38414,5109,1
38415,21696,2
38416,1306,1
38417,9626,1
38418,8498,1
38419,20840,5
38420,8595,1
38421,12723,1
38422,5383,1
38423,5796,3
38424,28147,1
38425,27915,3
38426,28241,1
38427,12178,2
38428,23527,3
38429,28142,1
38430,11411,1
38431,36729,2
38432,8151,1
38433,13649,1
38434,5588,3
38435,29214,3
38436,7146,1
38437,11371,4
38438,4100,2
38439,16989,1
38440,20827,1
38441,5067,1
38442,10034,1
38443,15667,1
38444,22688,1
38445,24583,1
38446,10344,1
38447,19331,1
38448,32377,3
38449,6614,1
38450,17006,1
38451,7863,2
38452,296,1
38453,8812,3
38454,30740,1
38455,15870,1
38456,30249,3
38457,23645,1
38458,27686,3
38459,5568,1
38460,33816,4
38461,11718,2
38462,13243,1
38463,1008,1
38464,11520,4
38465,23275,1
38466,19133,1
38467,7693,4
38468,13574,2
38469,25272,1
38470,30583,5
38471,6784,1
38472,2166,1
38473,1849,1
38474,1516,1
38475,10868,1
38476,19218,2
38477,9545,1
38478,2567,1
38479,20450,4
38480,17169,3
38481,12544,1
38482,21690,2
38483,4664,1
38484,28940,1
38485,7891,2
38486,6460,1
38487,7544,4
38488,1287,1
38489,21839,1
38490,14665,1
38491,18072,1
38492,14904,2
38493,19888,1
38494,22199,1
38495,18564,3
38496,37206,2
38497,8889,1
38498,5433,2
38499,3053,4
38500,20274,3
38501,17942,3
38502,34346,1
38503,18648,1
38504,30555,2
38505,14058,3
38506,35104,3
38507,10738,3
38508,6406,1
38509,20690,4
38510,9148,1
38511,14635,1
38512,33518,1
38513,19106,3
38514,10019,3
38515,23634,1
38516,36052,1
38517,25350,1
38518,32629,1
38519,26053,1
38520,14386,4
38521,13802,2
38522,20341,1
38523,5892,1
38524,33310,3
38525,22537,1
38526,20499,1
38527,20377,1
38528,29911,3
38529,35508,3
38530,22205,4
38531,21715,1
38532,37279,1
38533,29006,1
38534,17401,1
38535,14820,2
38536,11758,2
38537,2255,1
38538,23368,2
38539,2174,1
38540,35326,2
38541,30813,1
38542,7109,2
38543,14729,1
38544,33919,1
38545,17479,1
38546,4367,1
38547,15531,1
38548,37385,1
38549,35653,3
38550,15510,1
38551,13096,3
38552,10489,1
38553,9568,1
38554,19100,1
38555,7012,1
38556,16826,2
38557,22887,3
38558,5980,1
38559,17556,1
38560,33645,1
38561,11996,1
38562,6371,1
38563,22393,1
38564,25835,1
38565,35270,2
38566,30822,3
38567,11332,1
38568,12658,1
38569,28556,1
38570,13732,4
38571,11639,1
38572,22362,1
38573,16461,2
38574,7938,1
38575,34407,3
38576,9545,1
38577,18068,3
38578,11859,1
38579,10102,1
38580,13405,1
38581,35155,3
38582,5937,2
38583,31377,1
38584,17791,1
38585,27525,1
38586,23753,4
38587,7790,2
38588,26074,3
38589,9129,1
38590,35704,1
38591,15266,4
38592,29437,1
38593,18596,2
38594,30933,1
38595,35060,1
38596,1234,1
38597,31703,1
38598,19289,2
38599,30325,3
38600,37364,3
38601,13411,1
38602,20610,2
38603,16469,1
38604,13184,1
38605,8402,1
38606,20750,3
38607,10339,4
38608,10830,2
38609,881,4
38610,27981,1
38611,21172,1
38612,4943,4
38613,5270,2
38614,27606,1
38615,20621,1
38616,15413,1
38617,12735,1
38618,10072,1
38619,4779,1
38620,6842,3
38621,23502,1
38622,30507,2
38623,32874,1
38624,24120,1
38625,57,1
38626,11388,1
38627,12281,1
38628,22384,2
38629,3212,2
38630,10349,3
38631,3307,2
38632,26773,1
38633,4986,2
38634,2423,2
38635,1599,4
38636,34705,1
38637,18514,4
38638,8035,3
38639,9974,2
38640,6595,1
38641,2892,1
38642,33556,2
38643,15718,3
38644,18311,1
38645,21626,1
38646,8750,3
38647,15376,3
38648,15336,1
38649,7965,1
38650,12901,1
38651,15052,1
38652,21105,2
38653,16774,1
38654,3952,4
38655,27989,1
38656,3443,1
38657,26922,1
38658,35986,3
38659,7567,1
38660,36211,1
38661,18157,2
38662,10885,4
38663,34573,2
38664,28577,2
38665,8108,1
38666,1803,1
38667,36055,1
38668,1803,2
38669,3607,4
38670,23775,2
38671,2593,4
38672,20094,3
38673,7543,1
38674,9353,3
38675,28093,1
38676,15880,1
38677,25128,1
38678,26750,2
38679,6808,3
38680,37130,1
38681,36448,1
38682,10323,4
38683,18755,3
38684,18680,1
38685,26761,1
38686,35160,1
38687,16250,2
38688,24735,3
38689,17185,2
38690,12470,3
38691,22662,1
38692,12317,2
38693,33709,1
38694,408,1
38695,4791,3
38696,75,2
38697,26828,1
38698,8424,2
38699,619,1
38700,27070,3
38701,17109,1
38702,2938,3
38703,23936,1
38704,9917,4
38705,5118,1
38706,10589,1
38707,16764,4
38708,19179,1
38709,35953,3
38710,9936,2
38711,11608,1
38712,22341,1
38713,1284,1
38714,17955,1
38715,1462,1
38716,28727,1
38717,25264,3
38718,3443,1
38719,24447,1
38720,413,1
38721,36851,1
38722,19791,2
38723,25644,1
38724,24091,1
38725,26743,1
38726,21938,1
38727,35643,1
38728,32274,1
38729,31211,2
38730,36582,1
38731,18646,1
38732,37002,1
38733,10504,1
38734,25079,4
38735,24947,1
38736,19579,3
38737,23033,1
38738,12948,2
38739,37002,3
38740,25743,2
38741,33421,1
38742,15924,1
38743,22342,3
38744,35731,1
38745,35174,1
38746,36274,2
38747,35805,1
38748,21298,3
38749,36129,1
38750,16011,1
38751,10366,2
38752,9857,3
38753,28141,3
38754,8606,1
38755,30074,5
38756,17976,3
38757,13927,4
38758,24993,1
38759,3518,4
38760,32573,2
38761,5128,2
38762,37206,1
38763,22991,3
38764,159,1
38765,5258,2
38766,13286,1
38767,26306,3
38768,5071,2
38769,17072,1
38770,9222,2
38771,11483,1
38772,16219,2
38773,3126,4
38774,15261,1
38775,27330,1
38776,13657,3
38777,20113,1
38778,9270,3
38779,19172,1
38780,13661,1
38781,36320,1
38782,0,1
38783,12794,2
38784,27718,3
38785,6646,1
38786,29775,1
38787,3678,4
38788,35604,2
38789,35462,3
38790,18520,2
38791,9858,4
38792,23305,1
38793,13430,1
38794,25732,3
38795,24561,1
38796,30555,1
38797,123,1
38798,7857,1
38799,23743,2
38800,19592,3
38801,37109,1
38802,212,3
38803,34854,2
38804,12629,1
38805,2673,3
38806,35810,1
38807,18564,3
38808,9190,1
38809,17195,1
38810,590,3
38811,16116,3
38812,19307,1
38813,22680,1
38814,20224,3
38815,14831,1
38816,17614,1
38817,35613,1
38818,19044,2
38819,21416,1
38820,33970,3
38821,19247,3
38822,7285,1
38823,34177,1
38824,15404,1
38825,21729,1
38826,22538,1
38827,28430,2
38828,2505,4
38829,29660,2
38830,19647,3
38831,9982,1
38832,35441,3
38833,24036,1
38834,11457,2
38835,1123,2
38836,10470,1
38837,32227,1
38838,15862,1
38839,37372,1
38840,13725,2
38841,14066,1
38842,15819,2
38843,25694,1
38844,12874,1
38845,14858,1
38846,26701,1
38847,26181,1
38848,11324,2
38849,31959,3
38850,15148,2
38851,35149,3
38852,24808,2
38853,29419,1
38854,3012,1
38855,7515,1
38856,13811,1
38857,14570,2
38858,24693,3
38859,21461,1
38860,35481,1
38861,19127,1
38862,21226,4
38863,22267,1
38864,14749,1
38865,7578,1
38866,36842,4
38867,9661,1
38868,20138,1
38869,9613,4
38870,11341,3
38871,2354,3
38872,35781,2
38873,18758,1
38874,19253,1
38875,17447,1
38876,12970,1
38877,11848,4
38878,8449,2
38879,34940,1
38880,16386,1
38881,13532,1
38882,25388,1
38883,7981,1
38884,160,4
38885,11263,4
38886,7830,1
38887,37057,1
38888,36924,1
38889,32355,2
38890,23918,2
38891,2367,1
38892,21890,1
38893,9845,1
38894,18915,1
38895,22656,2
38896,15002,3
38897,19435,1
38898,8663,3
38899,1426,3
38900,30315,4
38901,33490,2
38902,15266,1
38903,4206,4
38904,4294,4
38905,20473,1
38906,9686,2
38907,35040,1
38908,14889,1
38909,26014,3
38910,1687,1
38911,36906,3
38912,5509,1
38913,8846,1
38914,21388,1
38915,36982,1
38916,13136,4
38917,22831,1
38918,31028,1
38919,31660,3
38920,14247,2
38921,25184,1
38922,24299,1
38923,6903,1
38924,21573,1
38925,35648,1
38926,32696,3
38927,15319,4
38928,21067,1
38929,20085,1
38930,11199,4
38931,19464,1
38932,18228,3
38933,24368,1
38934,3617,3
38935,24877,1
38936,32431,1
38937,3452,1
38938,37150,4
38939,33669,1
38940,14926,2
38941,19191,2
38942,16628,4
38943,20819,2
38944,22438,1
38945,14485,1
38946,18204,1
38947,32819,3
38948,702,1
38949,7883,1
38950,29100,1
38951,35737,2
38952,11729,1
38953,12938,1
38954,10926,1
38955,224,1
38956,4107,1
38957,7173,1
38958,13618,1
38959,35579,1
38960,3369,3
38961,2888,1
38962,6357,3
38963,35832,1
38964,6707,5
38965,7418,1
38966,7993,4
38967,3963,1
38968,27345,3
38969,11124,1
38970,19465,3
38971,16201,1
38972,7806,2
38973,29069,1
38974,12,1
38975,18803,3
38976,5663,1
38977,34295,1
38978,15412,2
38979,8408,1
38980,12182,2
38981,8989,1
38982,4878,2
38983,6155,4
38984,17797,2
38985,12553,1
38986,19857,1
38987,13046,1
38988,10854,1
38989,1770,1
38990,25251,2
38991,24510,1
38992,22620,1
38993,24802,1
38994,2819,5
38995,36757,3
38996,9091,1
38997,15334,1
38998,9666,1
38999,18157,1
39000,13451,1
39001,9127,1
39002,9576,1
39003,11399,4
39004,16973,1
39005,309,3
39006,22577,2
39007,19847,2
39008,5059,2
39009,8413,1
39010,22125,1
39011,19069,3
39012,19472,2
39013,13234,3
39014,6352,3
39015,7872,1
39016,28151,1
39017,14079,1
39018,2999,1
39019,13206,1
39020,18154,1
39021,36495,1
39022,5432,1
39023,7958,2
39024,35027,1
39025,33662,2
39026,5746,4
39027,12472,1
39028,12630,1
39029,19992,2
39030,15420,1
39031,14561,2
39032,37249,1
39033,35278,2
39034,8236,3
39035,36619,1
39036,13687,2
39037,11394,2
39038,26156,1
39039,9376,3
39040,34859,1
39041,3683,4
39042,16331,1
39043,23895,3
39044,12043,3
39045,17114,1
39046,21676,2
39047,13008,1
39048,24578,3
39049,15768,1
39050,21320,1
39051,34421,1
39052,13816,3
39053,36452,1
39054,4867,1
39055,34958,1
39056,292,1
39057,34253,3
39058,7789,3
39059,24331,1
39060,35456,1
39061,33594,1
39062,25421,1
39063,7055,1
39064,13676,1
39065,2114,2
39066,8522,4
39067,25820,1
39068,1743,3
39069,14678,3
39070,34387,2
39071,32021,3
39072,8870,1
39073,19919,1
39074,18717,1
39075,20682,1
39076,35524,1
39077,5769,2
39078,28698,1
39079,578,1
39080,21315,1
39081,18823,1
39082,21533,1
39083,13748,1
39084,15947,2
39085,22125,2
39086,20350,1
39087,20758,1
39088,9155,1
39089,7146,2
39090,17191,1
39091,30403,3
39092,6522,2
39093,4556,1
39094,33551,1
39095,17425,1
39096,7779,2
39097,20758,1
39098,1450,1
39099,10191,1
39100,18336,3
39101,15873,1
39102,20187,1
39103,2888,1
39104,7242,1
39105,7304,1
39106,13687,1
39107,2306,3
39108,4447,1
39109,33093,1
39110,12898,1
39111,11253,4
39112,13886,1
39113,35443,1
39114,21466,3
39115,33008,1
39116,31381,4
39117,8459,4
39118,32334,1
39119,36924,1
39120,23723,2
39121,3277,1
39122,30194,2
39123,27158,1
39124,16662,2
39125,16349,1
39126,5693,1
39127,30650,3
39128,34051,2
39129,34192,1
39130,10637,2
39131,9552,3
39132,20760,1
39133,16944,2
39134,5999,3
39135,2072,1
39136,1060,1
39137,28717,2
39138,29906,1
39139,36624,1
39140,3365,3
39141,11869,1
39142,7058,2
39143,2431,1
39144,14388,1
39145,12682,1
39146,16096,1
39147,33928,1
39148,21045,1
39149,18305,4
39150,12381,1
39151,17693,1
39152,12275,1
39153,19374,1
39154,9094,1
39155,1988,3
39156,35025,1
39157,6958,1
39158,22819,4
39159,16701,4
39160,11816,1
39161,34457,2
39162,7840,2
39163,19696,4
39164,476,1
39165,29759,1
39166,11914,1
39167,4981,1
39168,19634,1
39169,1365,4
39170,5393,1
39171,8048,1
39172,15771,2
39173,13878,1
39174,1058,3
39175,5335,1
39176,28703,3
39177,25014,1
39178,31908,3
39179,21533,3
39180,8687,3
39181,6097,2
39182,30111,2
39183,36421,2
39184,32907,2
39185,23503,3
39186,553,4
39187,5671,1
39188,12339,2
39189,7260,3
39190,2361,3
39191,716,1
39192,13403,3
39193,12036,4
39194,12287,1
39195,24704,2
39196,12508,1
39197,1554,3
39198,27827,3
39199,6358,1
39200,25651,1
39201,12212,2
39202,37073,1
39203,785,2
39204,14968,1
39205,4247,1
39206,5407,1
39207,19630,1
39208,19832,3
39209,28907,1
39210,7037,1
39211,738,3
39212,14099,1
39213,12438,2
39214,280,1
39215,1849,1
39216,6646,1
39217,810,2
39218,22313,1
39219,19915,1
39220,27282,1
39221,31684,4
39222,4543,1
39223,8331,1
39224,3921,4
39225,15995,1
39226,36199,1
39227,19894,1
39228,26945,4
39229,18665,1
39230,23621,3
39231,11611,1
39232,34793,4
39233,20579,4
39234,29923,1
39235,11182,2
39236,35104,1
39237,8976,1
39238,10064,1
39239,7210,4
39240,30896,3
39241,7875,1
39242,9625,1
39243,1511,4
39244,25590,1
39245,16580,3
39246,22867,1
39247,3744,1
39248,14498,1
39249,4184,1
39250,24762,1
39251,15928,4
39252,22283,1
39253,23669,2
39254,24408,1
39255,15464,5
39256,27797,1
39257,6765,1
39258,22732,1
39259,35256,1
39260,14813,2
39261,36738,2
39262,25722,3
39263,12865,4
39264,9704,4
39265,30124,1
39266,10506,1
39267,136,1
39268,23673,1
39269,24754,1
39270,14011,3
39271,7419,1
39272,8974,1
39273,1804,1
39274,21102,1
39275,25329,2
39276,33442,2
39277,24650,3
39278,16885,1
39279,648,1
39280,34120,3
39281,13947,1
39282,20069,1
39283,36249,4
39284,21371,3
39285,35278,1
39286,21203,1
39287,22924,1
39288,25091,2
39289,33893,1
39290,22110,2
39291,21448,1
39292,6707,1
39293,19008,1
39294,11618,1
39295,16865,1
39296,36211,2
39297,14277,1
39298,34874,2
39299,28568,2
39300,35834,1
39301,34389,1
39302,13432,1
39303,21340,1
39304,25112,1
39305,15329,1
39306,15869,1
39307,15196,2
39308,27716,1
39309,34977,2
39310,26929,3
39311,34147,1
39312,28011,1
39313,4750,1
39314,14996,2
39315,13286,1
39316,36742,1
39317,26139,3
39318,4153,1
39319,16146,1
39320,1579,2
39321,1117,1
39322,20434,1
39323,5294,4
39324,12220,1
39325,34364,3
39326,28409,1
39327,34796,1
39328,82,1
39329,21367,1
39330,467,1
39331,19825,2
39332,10396,1
39333,33258,1
39334,3311,2
39335,1755,1
39336,23519,1
39337,383,1
39338,8353,3
39339,21963,1
39340,24391,2
39341,17964,1
39342,1807,1
39343,4823,1
39344,12384,1
39345,20378,1
39346,22438,1
39347,4254,2
39348,16356,1
39349,380,1
39350,7806,1
39351,1517,1
39352,28915,3
39353,23368,2
39354,22932,1
39355,12115,1
39356,13852,3
39357,33433,1
39358,6314,3
39359,26026,1
39360,36285,1
39361,2439,4
39362,35337,1
39363,35137,1
39364,35106,2
39365,16574,1
39366,21641,1
39367,22998,1
39368,887,1
39369,36078,2
39370,15211,2
39371,37248,4
39372,8028,1
39373,35815,1
39374,34421,3
39375,16404,2
39376,8935,4
39377,2076,1
39378,21325,1
39379,5052,1
39380,10595,4
39381,308,1
39382,5690,5
39383,33049,1
39384,22114,3
39385,33715,1
39386,17310,4
39387,5078,1
39388,36636,1
39389,15506,1
39390,253,1
39391,22968,1
39392,31092,2
39393,14407,2
39394,8494,3
39395,16027,1
39396,19311,3
39397,2168,2
39398,10850,1
39399,8561,1
39400,15361,1
39401,6950,3
39402,5740,1
39403,22475,1
39404,22049,1
39405,10611,1
39406,29137,1
39407,3205,1
39408,34893,5
39409,13078,1
39410,19634,1
39411,12965,1
39412,10370,2
39413,6404,1
39414,17386,1
39415,34570,1
39416,11238,1
39417,33564,1
39418,16895,4
39419,3678,3
39420,11543,2
39421,29465,1
39422,9122,3
39423,36055,1
39424,319,2
39425,7553,3
39426,7513,1
39427,36767,2
39428,34670,1
39429,3359,1
39430,3843,1
39431,29073,1
39432,21637,1
39433,30390,1
39434,12381,1
39435,12386,1
39436,29224,3
39437,27570,4
39438,5628,1
39439,17370,3
39440,25347,1
39441,9029,3
39442,18327,1
39443,14603,1
39444,11832,1
39445,12276,2
39446,9448,1
39447,884,1
39448,536,1
39449,2561,2
39450,19666,1
39451,27812,1
39452,25914,4
39453,20117,1
39454,35433,1
39455,35118,3
39456,9565,1
39457,35863,1
39458,11097,1
39459,33586,1
39460,11617,1
39461,13581,3
39462,27744,1
39463,30173,1
39464,7900,2
39465,9668,1
39466,15674,2
39467,18839,1
39468,1363,2
39469,19999,2
39470,7819,1
39471,14376,4
39472,24816,1
39473,12621,1
39474,16989,2
39475,34576,1
39476,36574,1
39477,19341,4
39478,23653,3
39479,11026,3
39480,32246,1
39481,3202,2
39482,6303,1
39483,12414,3
39484,699,3
39485,34591,1
39486,2276,1
39487,1800,1
39488,19677,1
39489,28356,1
39490,36942,3
39491,26684,1
39492,17037,2
39493,2186,1
39494,7304,1
39495,18852,1
39496,7072,4
39497,20752,1
39498,2297,1
39499,29372,2
39500,4640,2
39501,34697,1
39502,7539,1
39503,11428,1
39504,17196,2
39505,8741,2
39506,21175,1
39507,7513,1
39508,4697,2
39509,25384,2
39510,35759,1
39511,29488,1
39512,28589,1
39513,9178,3
39514,20004,2
39515,1265,1
39516,12996,3
39517,5663,3
39518,34920,3
39519,21605,1
39520,13949,1
39521,36027,1
39522,9795,3
39523,6313,1
39524,5099,4
39525,34713,1
39526,25805,1
39527,11267,3
39528,13072,1
39529,7606,1
39530,3177,4
39531,26105,3
39532,280,1
39533,5215,2
39534,34183,1
39535,4050,1
39536,35703,1
39537,32104,3
39538,6707,1
39539,694,1
39540,5837,1
39541,19517,1
39542,26848,2
39543,35592,1
39544,30036,3
39545,6821,3
39546,24413,5
39547,22567,3
39548,5381,1
39549,26413,1
39550,11780,1
39551,15108,1
39552,24426,1
39553,29219,1
39554,2088,4
39555,13176,1
39556,284,1
39557,19150,3
39558,19927,5
39559,9976,1
39560,2505,1
39561,9484,2
39562,31093,2
39563,2117,3
39564,16181,2
39565,33807,1
39566,21847,1
39567,34301,1
39568,35105,4
39569,17216,1
39570,9523,2
39571,32318,3
39572,20689,1
39573,9236,2
39574,1069,2
39575,5199,2
39576,1611,1
39577,9603,2
39578,21602,1
39579,25816,4
39580,23280,1
39581,14575,1
39582,26887,4
39583,15563,2
39584,17694,1
39585,35744,1
39586,15559,1
39587,5554,1
39588,24987,1
39589,26851,4
39590,5104,4
39591,13107,1
39592,28559,1
39593,14962,1
39594,5858,1
39595,19161,1
39596,18619,1
39597,33800,1
39598,6376,1
39599,20623,2
39600,34071,1
39601,17054,1
39602,14709,3
39603,17688,2
39604,35118,3
39605,35906,2
39606,37258,1
39607,8663,3
39608,21834,1
39609,34919,2
39610,23081,4
39611,7133,1
39612,3117,1
39613,7048,1
39614,17795,1
39615,26004,3
39616,5109,1
39617,4309,1
39618,4847,1
39619,21298,1
39620,36589,2
39621,16532,3
39622,33900,2
39623,15098,2
39624,25117,1
39625,7901,2
39626,14318,1
39627,4527,1
39628,6357,1
39629,2110,1
39630,19357,3
39631,24411,1
39632,33811,1
39633,3053,1
39634,2830,2
39635,7445,4
39636,35886,1
39637,25856,3
39638,11882,1
39639,25977,1
39640,23025,3
39641,262,2
39642,36547,4
39643,34029,4
39644,13999,2
39645,9063,3
39646,14081,1
